posx:415.86|posy:30|posz:964.6|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000011|scalez:4.000002|
posx:1494|posy:30|posz:1791.068|centerx:-2.250875|centery:-7.465865|centerz:2|sizex:2.630981|sizey:0.8681002|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:-6.392558|centery:9.660953|centerz:2|sizex:5.651978|sizey:5.240964|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:-10.43769|centery:-7.470525|centerz:2|sizex:2.438105|sizey:0.8866981|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:-14.99459|centery:-7.492212|centerz:2|sizex:2.711258|sizey:0.8446831|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:10.46751|centery:-7.475874|centerz:2|sizex:2.629438|sizey:0.8582736|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:2.28416|centery:7.454034|centerz:2|sizex:2.468709|sizey:0.8440333|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:2.27712|centery:-7.460712|centerz:2|sizex:2.485962|sizey:0.8306755|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:-0.001243591|centery:13.14494|centerz:2|sizex:38.45163|sizey:1.710123|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:-2.25118|centery:7.469535|centerz:2|sizex:2.631592|sizey:0.8607575|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:15.01681|centery:-7.41692|centerz:2|sizex:2.671631|sizey:1.000394|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1494|posy:30|posz:1791.068|centerx:17.78829|centery:-9.599056|centerz:2|sizex:2.879064|sizey:5.352987|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:728.1|posy:30|posz:1280|centerx:-0.01586172|centery:0.5750148|centerz:0.01756983|sizex:0.1315962|sizey:1.150629|sizez:0.1489947|scalex:10|scaley:5|scalez:10|
posx:359.45|posy:29.99986|posz:240.15|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:493.4994|posy:29.99995|posz:737.99|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000001|scalez:2.000001|
posx:1653.1|posy:30|posz:1764.968|centerx:7.1|centery:0|centerz:2.5|sizex:1|sizey:10|sizez:5|scalex:2|scaley:3|scalez:2|
posx:1653.1|posy:30|posz:1764.968|centerx:-7.1|centery:0|centerz:2.5|sizex:1|sizey:10|sizez:5|scalex:2|scaley:3|scalez:2|
posx:1653.1|posy:30|posz:1764.968|centerx:0|centery:4.65|centerz:2.5|sizex:13.3|sizey:0.7|sizez:5|scalex:2|scaley:3|scalez:2|
posx:1653.1|posy:30|posz:1764.968|centerx:2.6|centery:-4.65|centerz:2.5|sizex:2.7|sizey:0.5|sizez:5|scalex:2|scaley:3|scalez:2|
posx:1653.1|posy:30|posz:1764.968|centerx:-5.4|centery:-4.75|centerz:2.5|sizex:2.5|sizey:0.5|sizez:5|scalex:2|scaley:3|scalez:2|
posx:487.76|posy:30|posz:272|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000033|scalez:4.000002|
posx:223.47|posy:30|posz:323|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000013|scalez:4.000002|
posx:652.6|posy:30|posz:1280|centerx:-0.01586172|centery:0.5750148|centerz:0.01756983|sizex:0.1315962|sizey:1.150629|sizez:0.1489947|scalex:10|scaley:5|scalez:10|
posx:129.07|posy:29.99984|posz:401.27|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000002|scalez:2.000001|
posx:165.13|posy:29.99999|posz:1024.58|centerx:2.689765|centery:-0.2771378|centerz:9.420771|sizex:4.860642|sizey:21.19564|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:909.6|posy:29.99995|posz:746.4|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000002|scalez:2.000001|
posx:555.2|posy:29.99987|posz:240.15|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:675.8|posy:30|posz:1137.1|centerx:-0.03316758|centery:0.5750148|centerz:0.0139585|sizex:0.1806535|sizey:1.150629|sizez:0.1932872|scalex:10|scaley:5|scalez:10|
posx:129.07|posy:29.99996|posz:923.27|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000002|scalez:2.000001|
posx:242.2|posy:30|posz:275.4|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000004|scalez:4.000002|
posx:230.38|posy:29.99999|posz:1024.58|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:497.08|posy:30|posz:363.2|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000024|scalez:4.000002|
posx:573.8|posy:29.99997|posz:812.7|centerx:2.689764|centery:-0.3716721|centerz:9.420771|sizex:4.860642|sizey:22.49326|sizez:18.84154|scalex:1|scaley:3.000002|scalez:2.000001|
posx:433.56|posy:30.1|posz:924.13|centerx:1.1|centery:0|centerz:1.2|sizex:0.3|sizey:4.7|sizez:2.3|scalex:4|scaley:8|scalez:4|
posx:433.56|posy:30.1|posz:924.13|centerx:-1.1|centery:-0.1203796|centerz:1.2|sizex:0.2|sizey:4.944441|sizez:2.3|scalex:4|scaley:8|scalez:4|
posx:433.56|posy:30.1|posz:924.13|centerx:0.02408838|centery:2.5|centerz:1.2|sizex:2.451823|sizey:0.3000001|sizez:2.3|scalex:4|scaley:8|scalez:4|
posx:433.56|posy:30.1|posz:924.13|centerx:0.6|centery:-2.472471|centerz:1.2|sizex:1.3|sizey:0.2449428|sizez:2.3|scalex:4|scaley:8|scalez:4|
posx:743.39|posy:29.99998|posz:842.27|centerx:2.689765|centery:0.2344259|centerz:9.420771|sizex:4.860642|sizey:22.21877|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:375.2|posy:30|posz:322.2|centerx:1.500001|centery:0.0002132416|centerz:0.24|sizex:0.2|sizey:3.83914|sizez:0.5|scalex:15|scaley:15.00003|scalez:25.00008|
posx:375.2|posy:30|posz:322.2|centerx:-1.500001|centery:-1.398722E-05|centerz:0.24|sizex:0.2|sizey:3.84016|sizez:0.5|scalex:15|scaley:15.00003|scalez:25.00008|
posx:375.2|posy:30|posz:322.2|centerx:1|centery:1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00003|scalez:25.00008|
posx:375.2|posy:30|posz:322.2|centerx:-1|centery:1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00003|scalez:25.00008|
posx:375.2|posy:30|posz:322.2|centerx:1|centery:-1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00003|scalez:25.00008|
posx:375.2|posy:30|posz:322.2|centerx:-1|centery:-1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00003|scalez:25.00008|
posx:880.42|posy:30.00005|posz:355.474|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4|scalez:4|
posx:182.1|posy:30.1|posz:321.6|centerx:1.1|centery:0|centerz:1.2|sizex:0.3|sizey:4.7|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:182.1|posy:30.1|posz:321.6|centerx:-1.1|centery:-0.1203796|centerz:1.2|sizex:0.2|sizey:4.944441|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:182.1|posy:30.1|posz:321.6|centerx:0.02408838|centery:2.5|centerz:1.2|sizex:2.451823|sizey:0.3000001|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:182.1|posy:30.1|posz:321.6|centerx:0.6|centery:-2.472471|centerz:1.2|sizex:1.3|sizey:0.2449428|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:350.9|posy:30|posz:265.98|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:4|scalez:4|
posx:909.6|posy:29.99994|posz:615.9|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000002|scalez:2.000001|
posx:453.89|posy:29.99987|posz:401.27|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000002|scalez:2.000001|
posx:345.8|posy:30|posz:883.28|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000004|scalez:4.000002|
posx:808.6|posy:30.1|posz:390.3|centerx:1.1|centery:0|centerz:1.2|sizex:0.3|sizey:4.7|sizez:2.3|scalex:4|scaley:4|scalez:4|
posx:808.6|posy:30.1|posz:390.3|centerx:-1.1|centery:-0.1203796|centerz:1.2|sizex:0.2|sizey:4.944441|sizez:2.3|scalex:4|scaley:4|scalez:4|
posx:808.6|posy:30.1|posz:390.3|centerx:0.02408838|centery:2.5|centerz:1.2|sizex:2.451823|sizey:0.3000001|sizez:2.3|scalex:4|scaley:4|scalez:4|
posx:808.6|posy:30.1|posz:390.3|centerx:0.6|centery:-2.472471|centerz:1.2|sizex:1.3|sizey:0.2449428|sizez:2.3|scalex:4|scaley:4|scalez:4|
posx:651.6|posy:30|posz:1188.7|centerx:-3.5|centery:-0.6|centerz:2.5|sizex:2.5|sizey:0.2|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:2.3|centery:-2.5|centerz:2.5|sizex:5.3|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:4.8|centery:-1.33|centerz:2.5|sizex:0.4|sizey:2.1|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:4.8|centery:1.6|centerz:2.5|sizex:0.4|sizey:1.6|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:3.75|centery:1.15|centerz:2.5|sizex:1.7|sizey:0.15|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:1.7|centery:1.75|centerz:2.5|sizex:0.4|sizey:1.25|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:-4.8|centery:0|centerz:2.5|sizex:0.3|sizey:5.1|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:-3.25|centery:-2.5|centerz:2.5|sizex:2.9|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:0.2|centery:2.5|centerz:2.5|sizex:9.8|sizey:0.3|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:-2.3|centery:-0.3|centerz:2.5|sizex:0.3|sizey:0.4|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:3.75|centery:-1|centerz:2.5|sizex:1.7|sizey:0.2|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:1.65|centery:-1.65|centerz:2.5|sizex:0.5|sizey:1.4|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:651.6|posy:30|posz:1188.7|centerx:-2.3|centery:1.5|centerz:2.5|sizex:0.3|sizey:1.7|sizez:5|scalex:4|scaley:6|scalez:2.500001|
posx:158.32|posy:39.3209|posz:275.4|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000013|scalez:4.000002|
posx:186.28|posy:39.3209|posz:275.4|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000013|scalez:4.000002|
posx:129.07|posy:29.99983|posz:336.02|centerx:2.689765|centery:0|centerz:9.420771|sizex:4.860642|sizey:21.74991|sizez:18.84154|scalex:1|scaley:3.000002|scalez:2.000001|
posx:1039.229|posy:30|posz:1013.4|centerx:-0.07285183|centery:0.6978862|centerz:1.1|sizex:2.405706|sizey:0.1342279|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:1039.229|posy:30|posz:1013.4|centerx:-1.17341|centery:-0.069162|centerz:1.1|sizex:0.2068206|sizey:1.398735|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:1039.229|posy:30|posz:1013.4|centerx:0.4636296|centery:-0.7014812|centerz:1.1|sizex:1.332742|sizey:0.1329613|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:1039.229|posy:30|posz:1013.4|centerx:1.203358|centery:-0.0003573213|centerz:1.1|sizex:0.1467154|sizey:1.531407|sizez:2.4|scalex:7|scaley:7|scalez:4|
posx:380.012|posy:30.0885|posz:898.94|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000004|scalez:4.000002|
posx:149|posy:30|posz:275.4|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8|scalez:4.000002|
posx:601|posy:30|posz:1245.7|centerx:0.01491942|centery:0.5750148|centerz:0.02661287|sizex:0.2363337|sizey:1.150629|sizez:0.167978|scalex:10|scaley:5|scalez:10|
posx:808.64|posy:29.99998|posz:847.71|centerx:2.689753|centery:-0.008352293|centerz:9.420771|sizex:4.860642|sizey:22.55009|sizez:18.84154|scalex:1|scaley:3|scalez:2|
posx:764.8|posy:30|posz:1092.8|centerx:0.01491942|centery:0.5750148|centerz:0.02661287|sizex:0.2363337|sizey:1.150629|sizez:0.167978|scalex:10.00002|scaley:5|scalez:10.00002|
posx:424.5|posy:29.99451|posz:549|centerx:-0.01612091|centery:-0.0589366|centerz:0.1441314|sizex:6.849831|sizey:6.875944|sizez:0.288264|scalex:8|scaley:8|scalez:30.00002|
posx:485|posy:30|posz:818.3|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000004|scalez:4.000002|
posx:1656|posy:30|posz:1585.068|centerx:-17.78829|centery:9.627803|centerz:2|sizex:2.879064|sizey:5.295494|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:15.01681|centery:7.440676|centerz:2|sizex:2.671631|sizey:0.9528793|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:17.78829|centery:9.619771|centerz:2|sizex:2.879064|sizey:5.311555|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-17.78829|centery:-9.680741|centerz:2|sizex:2.879064|sizey:5.189617|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-10.43769|centery:7.47827|centerz:2|sizex:2.438105|sizey:0.8712066|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-0.001589457|centery:-13.14494|centerz:2|sizex:38.45094|sizey:1.710123|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-6.392558|centery:-9.657047|centerz:2|sizex:5.651978|sizey:5.248775|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-14.99459|centery:7.449405|centerz:2|sizex:2.711258|sizey:0.9302976|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:10.46305|centery:7.47629|centerz:2|sizex:2.638349|sizey:0.857442|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:6.335308|centery:-9.660381|centerz:2|sizex:5.630659|sizey:5.233475|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:6.335308|centery:9.660381|centerz:2|sizex:5.630659|sizey:5.233475|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-2.250875|centery:-7.465865|centerz:2|sizex:2.630981|sizey:0.8681002|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-6.392558|centery:9.660953|centerz:2|sizex:5.651978|sizey:5.240964|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-10.43769|centery:-7.470525|centerz:2|sizex:2.438105|sizey:0.8866981|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-14.99459|centery:-7.492212|centerz:2|sizex:2.711258|sizey:0.8446831|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:10.46751|centery:-7.475874|centerz:2|sizex:2.629438|sizey:0.8582736|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:2.28416|centery:7.454034|centerz:2|sizex:2.468709|sizey:0.8440333|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:2.27712|centery:-7.460712|centerz:2|sizex:2.485962|sizey:0.8306755|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-0.001243591|centery:13.14494|centerz:2|sizex:38.45163|sizey:1.710123|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:-2.25118|centery:7.469535|centerz:2|sizex:2.631592|sizey:0.8607575|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:15.01681|centery:-7.41692|centerz:2|sizex:2.671631|sizey:1.000394|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:1656|posy:30|posz:1585.068|centerx:17.78829|centery:-9.599056|centerz:2|sizex:2.879064|sizey:5.352987|sizez:4|scalex:3|scaley:1.5|scalez:3|
posx:867|posy:30|posz:782|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8|scalez:4.000002|
posx:155.8|posy:30.1|posz:321.6|centerx:1.1|centery:0|centerz:1.2|sizex:0.3|sizey:4.7|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:155.8|posy:30.1|posz:321.6|centerx:-1.1|centery:-0.1203796|centerz:1.2|sizex:0.2|sizey:4.944441|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:155.8|posy:30.1|posz:321.6|centerx:0.02408838|centery:2.5|centerz:1.2|sizex:2.451823|sizey:0.3000001|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:155.8|posy:30.1|posz:321.6|centerx:0.6|centery:-2.472471|centerz:1.2|sizex:1.3|sizey:0.2449428|sizez:2.3|scalex:4|scaley:4.000002|scalez:4.000002|
posx:436.5|posy:30|posz:772.4|centerx:1.500001|centery:0.0002132416|centerz:0.24|sizex:0.2|sizey:3.83914|sizez:0.5|scalex:15|scaley:15.00004|scalez:25.00012|
posx:436.5|posy:30|posz:772.4|centerx:-1.500001|centery:-1.398722E-05|centerz:0.24|sizex:0.2|sizey:3.84016|sizez:0.5|scalex:15|scaley:15.00004|scalez:25.00012|
posx:436.5|posy:30|posz:772.4|centerx:1|centery:1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00004|scalez:25.00012|
posx:436.5|posy:30|posz:772.4|centerx:-1|centery:1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00004|scalez:25.00012|
posx:436.5|posy:30|posz:772.4|centerx:1|centery:-1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00004|scalez:25.00012|
posx:436.5|posy:30|posz:772.4|centerx:-1|centery:-1.82|centerz:0.24|sizex:0.8|sizey:0.2|sizez:0.5|scalex:15|scaley:15.00004|scalez:25.00012|
posx:545.4|posy:30|posz:741.2|centerx:0|centery:0|centerz:1.143|sizex:2.330234|sizey:5.080001|sizez:2.330235|scalex:4|scaley:8.000002|scalez:4.000002|
posx:1783|posy:30|posz:1583.068|centerx:-17.78829|centery:9.627803|centerz:2|sizex:2.879064|sizey:5.295494|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:15.01681|centery:7.440676|centerz:2|sizex:2.671631|sizey:0.9528793|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:17.78829|centery:9.619771|centerz:2|sizex:2.879064|sizey:5.311555|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-17.78829|centery:-9.680741|centerz:2|sizex:2.879064|sizey:5.189617|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-10.43769|centery:7.47827|centerz:2|sizex:2.438105|sizey:0.8712066|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-0.001589457|centery:-13.14494|centerz:2|sizex:38.45094|sizey:1.710123|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-6.392558|centery:-9.657047|centerz:2|sizex:5.651978|sizey:5.248775|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-14.99459|centery:7.449405|centerz:2|sizex:2.711258|sizey:0.9302976|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:10.46305|centery:7.47629|centerz:2|sizex:2.638349|sizey:0.857442|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:6.335308|centery:-9.660381|centerz:2|sizex:5.630659|sizey:5.233475|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:6.335308|centery:9.660381|centerz:2|sizex:5.630659|sizey:5.233475|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-2.250875|centery:-7.465865|centerz:2|sizex:2.630981|sizey:0.8681002|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-6.392558|centery:9.660953|centerz:2|sizex:5.651978|sizey:5.240964|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-10.43769|centery:-7.470525|centerz:2|sizex:2.438105|sizey:0.8866981|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-14.99459|centery:-7.492212|centerz:2|sizex:2.711258|sizey:0.8446831|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:10.46751|centery:-7.475874|centerz:2|sizex:2.629438|sizey:0.8582736|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:2.28416|centery:7.454034|centerz:2|sizex:2.468709|sizey:0.8440333|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:2.27712|centery:-7.460712|centerz:2|sizex:2.485962|sizey:0.8306755|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-0.001243591|centery:13.14494|centerz:2|sizex:38.45163|sizey:1.710123|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:-2.25118|centery:7.469535|centerz:2|sizex:2.631592|sizey:0.8607575|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:15.01681|centery:-7.41692|centerz:2|sizex:2.671631|sizey:1.000394|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
posx:1783|posy:30|posz:1583.068|centerx:17.78829|centery:-9.599056|centerz:2|sizex:2.879064|sizey:5.352987|sizez:4|scalex:3|scaley:1.500001|scalez:3.000002|
